age,income,employment_length,debt,credit_history_length,num_credit_cards,num_loans,monthly_emi,payment_history,housing,purpose,job_type,existing_defaults,credit_risk
22,35053.0,27.0,23550.0,4,5,2,906.0,average,own,education,self_employed,0,1
51,52797.0,14.0,19340.0,21,5,4,537.0,good,own,personal,salaried,0,0
32,39609.0,0.0,19551.0,4,0,3,752.0,average,own,business,self_employed,0,1
39,10464.0,2.0,1128.0,12,2,0,25.0,excellent,rent,personal,salaried,0,0
66,33160.0,13.0,6766.0,8,4,3,226.0,good,rent,business,student,0,0
38,80119.0,37.0,69192.0,9,0,2,1573.0,good,rent,education,student,0,1
26,34380.0,0.0,27732.0,0,4,1,1387.0,excellent,rent,business,salaried,2,1
25,42058.0,37.0,25421.0,29,1,1,438.0,excellent,own,car,self_employed,0,0
21,24387.0,37.0,10747.0,2,4,1,269.0,excellent,own,personal,salaried,2,0
35,55580.0,20.0,34704.0,29,2,0,643.0,average,own,medical,student,0,0
51,47073.0,28.0,27106.0,17,0,2,565.0,average,rent,personal,salaried,0,0
66,31644.0,4.0,16875.0,11,7,4,367.0,poor,rent,education,salaried,0,1
30,21516.0,9.0,2158.0,28,5,1,51.0,good,rent,medical,salaried,1,0
69,70282.0,27.0,41318.0,2,7,2,879.0,good,rent,personal,salaried,0,0
40,16100.0,20.0,11328.0,25,2,3,218.0,poor,rent,education,salaried,0,0
40,54069.0,6.0,48390.0,24,6,0,1466.0,excellent,rent,home_renovation,self_employed,0,0
64,8000.0,2.0,475.0,28,2,2,25.0,average,rent,car,salaried,0,0
48,57730.0,19.0,38716.0,29,6,2,4302.0,average,rent,business,salaried,1,1
56,62465.0,18.0,33483.0,8,0,4,577.0,excellent,own,business,salaried,0,0
56,64706.0,34.0,27108.0,25,5,2,1084.0,average,rent,business,salaried,0,0
63,42098.0,3.0,6670.0,1,2,4,171.0,average,with_parents,home_renovation,salaried,0,0
69,73512.0,4.0,29237.0,29,7,0,1720.0,excellent,own,car,unemployed,0,0
26,86540.0,0.0,30395.0,2,6,0,800.0,excellent,rent,personal,salaried,0,0
45,39211.0,3.0,12054.0,13,5,3,416.0,excellent,rent,personal,salaried,0,0
45,36882.0,11.0,24757.0,3,3,4,990.0,good,own,car,salaried,1,1
52,47685.0,26.0,30786.0,24,3,4,3079.0,good,rent,medical,salaried,0,0
39,36402.0,22.0,20045.0,18,3,1,466.0,good,own,car,self_employed,1,0
48,33770.0,24.0,28632.0,12,4,1,818.0,excellent,with_parents,business,salaried,0,0
51,35339.0,20.0,12276.0,6,2,3,423.0,poor,rent,personal,salaried,0,1
46,75884.0,23.0,19520.0,11,0,0,407.0,good,own,car,salaried,0,0
65,58894.0,24.0,35779.0,2,7,1,795.0,excellent,own,personal,salaried,0,0
51,36343.0,31.0,7959.0,22,0,2,663.0,good,rent,car,salaried,0,0
23,8000.0,31.0,2542.0,22,4,0,62.0,good,own,education,salaried,0,0
66,17200.0,4.0,4144.0,8,0,2,96.0,good,own,business,self_employed,0,0
37,54062.0,35.0,5881.0,1,6,4,280.0,excellent,rent,car,salaried,0,0
22,8000.0,38.0,6027.0,28,3,0,106.0,excellent,own,home_renovation,salaried,0,0
53,50274.0,15.0,13391.0,21,7,3,670.0,average,own,car,salaried,0,0
67,25820.0,32.0,11673.0,8,2,4,229.0,poor,rent,education,salaried,0,0
35,46653.0,20.0,4050.0,11,0,4,145.0,good,with_parents,home_renovation,salaried,0,0
62,46149.0,8.0,29740.0,11,0,2,1749.0,good,rent,home_renovation,unemployed,0,1
46,47171.0,5.0,15613.0,14,1,4,459.0,good,rent,car,unemployed,0,1
48,37900.0,34.0,25887.0,1,1,1,528.0,average,own,education,salaried,2,1
47,37309.0,38.0,14944.0,17,1,0,282.0,good,own,home_renovation,salaried,1,0
64,32026.0,21.0,6930.0,12,2,1,346.0,poor,own,business,salaried,0,0
24,53710.0,4.0,26114.0,13,3,2,768.0,good,rent,medical,salaried,0,0
53,59493.0,22.0,9574.0,4,5,2,191.0,good,with_parents,business,self_employed,0,0
59,23058.0,16.0,9787.0,25,3,0,204.0,good,rent,personal,self_employed,1,0
55,44071.0,11.0,14090.0,9,7,4,261.0,poor,rent,personal,student,0,1
42,48538.0,22.0,40052.0,11,3,3,1540.0,average,rent,education,salaried,0,0
47,48308.0,15.0,4917.0,9,2,2,246.0,excellent,own,home_renovation,salaried,0,0
67,48002.0,2.0,30717.0,23,6,0,1617.0,good,own,business,unemployed,0,1
64,37763.0,29.0,7754.0,10,6,3,165.0,good,own,business,self_employed,0,0
49,50023.0,21.0,16067.0,24,2,4,328.0,good,own,medical,unemployed,0,0
53,56125.0,8.0,22629.0,1,1,2,1078.0,average,rent,education,salaried,0,0
51,47539.0,28.0,39068.0,4,0,0,1953.0,average,own,home_renovation,salaried,0,1
39,54107.0,36.0,13862.0,29,4,0,295.0,average,rent,education,salaried,0,0
50,62826.0,22.0,8017.0,6,4,0,891.0,poor,rent,car,salaried,0,0
41,11683.0,12.0,3749.0,5,5,2,117.0,excellent,own,business,salaried,0,0
51,61982.0,31.0,8614.0,21,0,3,308.0,average,own,education,self_employed,1,1
21,51164.0,22.0,8151.0,22,5,0,240.0,average,own,education,salaried,0,0
36,24991.0,16.0,13439.0,2,1,4,292.0,good,own,medical,salaried,0,0
43,59444.0,39.0,6049.0,12,5,0,104.0,average,rent,car,self_employed,0,0
60,37830.0,20.0,2886.0,2,0,3,51.0,excellent,own,personal,salaried,1,0
49,40285.0,1.0,26477.0,25,7,2,1891.0,average,rent,business,unemployed,1,1
21,35862.0,36.0,12817.0,24,0,0,221.0,good,rent,medical,salaried,0,0
58,50443.0,5.0,7898.0,29,4,0,139.0,excellent,rent,education,salaried,0,0
64,30864.0,17.0,8197.0,23,6,4,171.0,average,rent,business,student,0,1
42,61227.0,29.0,36477.0,20,1,4,760.0,good,own,personal,student,0,0
68,42500.0,21.0,12079.0,5,7,0,1007.0,excellent,own,education,salaried,0,0
50,38444.0,32.0,18082.0,10,2,0,312.0,excellent,own,car,self_employed,2,1
65,58552.0,29.0,8984.0,27,7,4,191.0,good,own,business,salaried,0,0
40,39248.0,16.0,21582.0,25,7,3,2398.0,good,with_parents,medical,salaried,3,1
41,62067.0,31.0,19779.0,16,5,1,1978.0,average,rent,car,salaried,1,0
20,62633.0,13.0,36510.0,9,4,1,3651.0,poor,own,personal,salaried,0,1
45,20974.0,9.0,15461.0,11,5,0,966.0,good,own,personal,unemployed,2,1
60,64967.0,35.0,37025.0,16,5,4,805.0,average,own,business,self_employed,0,0
20,18683.0,33.0,5631.0,3,2,2,171.0,good,rent,personal,student,0,0
44,66088.0,8.0,17671.0,1,1,2,841.0,average,rent,home_renovation,self_employed,0,1
35,81510.0,27.0,26760.0,10,0,1,582.0,excellent,rent,medical,salaried,0,0
58,,10.0,11538.0,6,3,3,196.0,good,with_parents,business,self_employed,0,0
51,8000.0,13.0,1632.0,1,5,1,47.0,good,own,home_renovation,student,0,0
27,64144.0,38.0,46318.0,25,3,0,5146.0,excellent,own,personal,self_employed,0,0
61,85430.0,18.0,32209.0,17,1,3,4601.0,average,own,business,self_employed,0,1
66,39545.0,14.0,16632.0,20,3,2,326.0,average,own,home_renovation,student,0,0
57,44375.0,27.0,24626.0,3,5,4,3078.0,good,with_parents,personal,salaried,1,1
47,23607.0,23.0,13012.0,7,2,4,237.0,good,rent,education,self_employed,0,0
60,50617.0,7.0,5430.0,19,3,0,209.0,average,rent,education,unemployed,0,0
44,67845.0,8.0,51346.0,13,1,1,4668.0,average,own,car,student,0,1
53,57559.0,32.0,11554.0,11,1,0,241.0,excellent,own,education,salaried,0,0
68,101555.0,32.0,67495.0,21,6,4,1164.0,good,own,home_renovation,salaried,0,0
43,45594.0,18.0,32224.0,20,6,2,1401.0,average,rent,medical,self_employed,0,1
42,15648.0,2.0,10291.0,26,2,4,210.0,good,rent,education,salaried,0,0
31,48077.0,9.0,26064.0,29,3,3,2606.0,excellent,own,business,self_employed,0,0
25,8000.0,39.0,499.0,17,3,4,36.0,good,rent,business,salaried,2,0
54,35404.0,0.0,12615.0,10,6,4,505.0,average,rent,business,salaried,0,0
63,74239.0,28.0,41879.0,28,0,3,1269.0,average,own,education,salaried,0,0
38,50852.0,33.0,19290.0,27,4,1,622.0,poor,rent,education,salaried,0,0
19,48230.0,12.0,37810.0,29,1,4,1644.0,average,own,car,salaried,0,1
26,77774.0,0.0,24303.0,7,0,0,1013.0,poor,rent,medical,salaried,0,1
64,40129.0,33.0,12019.0,1,1,4,1502.0,excellent,rent,medical,salaried,0,0
34,67713.0,28.0,18695.0,24,7,0,1335.0,average,with_parents,personal,salaried,0,0
32,47328.0,12.0,15754.0,14,7,3,384.0,excellent,own,car,salaried,0,0
30,51841.0,28.0,27154.0,8,0,4,754.0,average,own,home_renovation,salaried,0,0
69,23089.0,38.0,15030.0,18,7,3,278.0,good,own,business,salaried,1,0
41,36323.0,23.0,22273.0,19,6,3,1012.0,good,own,education,self_employed,0,0
33,19845.0,25.0,14617.0,7,6,1,522.0,average,rent,personal,salaried,0,1
46,43286.0,16.0,34760.0,24,4,4,891.0,average,with_parents,personal,salaried,0,1
52,52027.0,6.0,38691.0,18,0,0,841.0,excellent,own,education,self_employed,0,0
20,25019.0,,1654.0,4,1,0,36.0,good,own,car,salaried,0,0
50,81885.0,4.0,55316.0,10,3,4,5532.0,good,own,personal,student,0,1
41,50006.0,25.0,11358.0,14,1,1,568.0,good,own,medical,self_employed,0,0
40,46040.0,2.0,7504.0,7,5,1,144.0,average,own,car,salaried,0,0
69,58854.0,6.0,34884.0,18,6,1,4360.0,good,own,education,salaried,0,0
43,30079.0,38.0,9679.0,22,2,0,403.0,poor,rent,car,salaried,2,1
40,47943.0,0.0,4725.0,26,2,3,143.0,excellent,own,medical,salaried,0,0
40,32096.0,16.0,5360.0,7,6,1,670.0,average,rent,business,salaried,0,0
67,73056.0,24.0,3711.0,25,5,0,86.0,average,rent,education,salaried,1,0
60,25944.0,2.0,21215.0,26,2,0,2357.0,excellent,own,medical,self_employed,0,0
24,46137.0,14.0,3272.0,29,7,3,113.0,good,rent,education,salaried,0,0
33,50928.0,28.0,11613.0,18,6,4,323.0,average,rent,medical,salaried,0,0
61,52107.0,31.0,21042.0,17,2,4,421.0,average,rent,medical,self_employed,0,0
55,34538.0,25.0,12195.0,9,6,1,244.0,good,own,personal,salaried,0,0
51,28881.0,15.0,23826.0,28,4,1,1489.0,good,own,personal,salaried,0,0
26,34798.0,24.0,2932.0,6,3,3,70.0,excellent,rent,personal,salaried,0,0
62,54510.0,27.0,26458.0,27,3,1,4410.0,excellent,rent,business,salaried,0,0
62,42411.0,8.0,26651.0,8,1,3,1904.0,good,own,business,student,0,1
23,59332.0,0.0,49954.0,0,5,0,2271.0,excellent,own,medical,salaried,1,1
57,53586.0,28.0,30936.0,18,6,1,524.0,average,own,home_renovation,salaried,0,0
22,8000.0,21.0,5866.0,4,0,0,978.0,average,own,education,salaried,0,1
24,49455.0,15.0,5992.0,18,1,2,749.0,poor,rent,personal,salaried,0,0
63,85508.0,6.0,32326.0,0,1,3,622.0,average,own,education,salaried,0,0
50,68855.0,13.0,25329.0,14,6,2,817.0,poor,own,medical,unemployed,0,1
48,52596.0,28.0,42253.0,15,6,1,728.0,good,rent,car,student,0,0
65,25931.0,18.0,4633.0,22,1,0,129.0,good,own,medical,salaried,2,0
53,53596.0,18.0,9599.0,6,1,1,310.0,poor,rent,business,salaried,0,0
58,58315.0,1.0,19202.0,25,3,2,686.0,good,rent,home_renovation,self_employed,0,0
34,40433.0,14.0,3894.0,11,0,1,111.0,excellent,own,car,salaried,0,0
31,50701.0,2.0,10398.0,7,7,4,693.0,average,rent,education,salaried,0,0
68,72174.0,10.0,62822.0,4,1,2,4832.0,poor,rent,business,salaried,0,1
60,29569.0,29.0,12240.0,9,7,1,250.0,average,own,personal,salaried,0,0
48,25951.0,39.0,15239.0,27,3,0,508.0,good,own,car,salaried,1,0
37,57469.0,17.0,38343.0,20,1,1,1420.0,average,rent,business,self_employed,0,1
35,53236.0,1.0,19267.0,4,2,0,963.0,poor,with_parents,education,self_employed,0,1
37,63519.0,31.0,11125.0,16,1,4,242.0,excellent,rent,medical,salaried,0,0
46,55256.0,7.0,12465.0,25,6,1,831.0,average,own,education,salaried,0,0
44,34780.0,21.0,11000.0,4,5,4,440.0,excellent,rent,car,student,0,0
55,52779.0,5.0,31174.0,21,5,2,678.0,good,own,car,salaried,1,0
44,24442.0,11.0,9497.0,14,1,0,183.0,good,rent,medical,unemployed,2,1
41,40494.0,39.0,2259.0,12,4,2,81.0,excellent,rent,car,salaried,0,0
27,54050.0,35.0,26749.0,27,2,0,461.0,excellent,rent,home_renovation,salaried,0,0
30,38511.0,14.0,32091.0,0,0,4,553.0,good,rent,personal,salaried,1,1
19,89425.0,27.0,66198.0,10,1,3,11033.0,excellent,rent,business,unemployed,0,1
19,10941.0,17.0,8221.0,22,7,1,1174.0,excellent,rent,medical,salaried,0,0
65,35145.0,1.0,25508.0,0,0,4,1063.0,average,own,education,salaried,0,1
52,28120.0,12.0,9144.0,10,2,0,481.0,good,rent,education,salaried,0,0
50,32394.0,14.0,22689.0,17,1,0,1745.0,good,with_parents,personal,unemployed,0,1
66,33426.0,19.0,5739.0,17,4,0,133.0,poor,own,car,student,1,1
43,21124.0,28.0,12866.0,20,3,0,757.0,excellent,own,car,student,1,0
58,58549.0,28.0,34856.0,29,4,1,1124.0,good,own,education,student,0,0
63,35152.0,2.0,2522.0,25,6,2,79.0,good,rent,personal,salaried,0,0
19,47944.0,18.0,34509.0,15,4,3,1015.0,average,rent,education,salaried,1,1
34,37173.0,2.0,30399.0,12,7,1,1520.0,poor,own,car,salaried,0,1
57,32564.0,13.0,9030.0,6,3,0,177.0,poor,rent,medical,salaried,0,0
23,75101.0,39.0,55615.0,0,6,1,959.0,average,own,business,unemployed,0,1
40,61613.0,3.0,7396.0,25,3,4,1233.0,excellent,rent,car,unemployed,0,0
47,11372.0,10.0,6368.0,15,5,0,133.0,excellent,own,medical,salaried,0,0
21,9466.0,30.0,4381.0,0,3,3,133.0,good,own,business,self_employed,0,0
30,63767.0,31.0,32778.0,16,1,0,4097.0,excellent,own,home_renovation,student,0,0
44,35643.0,26.0,29843.0,5,0,3,533.0,average,own,personal,salaried,1,1
34,15317.0,29.0,12110.0,1,5,3,527.0,average,rent,medical,salaried,0,1
69,63823.0,1.0,45782.0,16,5,2,803.0,excellent,rent,home_renovation,salaried,0,0
55,48044.0,8.0,13579.0,5,0,2,348.0,average,own,car,salaried,0,0
40,49528.0,27.0,40863.0,13,7,1,1104.0,excellent,own,personal,salaried,0,0
47,59572.0,30.0,7916.0,17,5,1,233.0,good,own,medical,salaried,0,0
32,21420.0,33.0,16608.0,5,3,3,554.0,average,rent,car,salaried,0,1
46,15633.0,14.0,5142.0,9,4,0,166.0,good,rent,personal,student,0,0
23,73457.0,24.0,7030.0,23,2,4,160.0,good,own,personal,salaried,0,0
65,19131.0,35.0,11841.0,17,7,4,911.0,excellent,rent,car,salaried,1,0
67,23000.0,7.0,5672.0,26,3,0,236.0,good,own,car,student,0,0
48,26596.0,8.0,6836.0,8,6,0,116.0,average,with_parents,medical,salaried,0,0
64,82439.0,36.0,25568.0,7,6,2,492.0,poor,with_parents,personal,salaried,0,0
23,53881.0,38.0,5611.0,27,4,4,119.0,good,rent,medical,unemployed,0,0
30,62377.0,31.0,12510.0,9,7,3,463.0,good,with_parents,personal,salaried,2,0
34,48531.0,16.0,2639.0,16,7,1,78.0,average,rent,medical,self_employed,1,0
44,34166.0,34.0,14643.0,22,4,2,385.0,poor,rent,car,salaried,0,0
44,56363.0,36.0,6855.0,29,7,4,159.0,excellent,rent,car,salaried,0,0
66,16981.0,18.0,10702.0,28,5,0,214.0,good,own,education,salaried,0,0
39,25285.0,28.0,6328.0,25,1,4,124.0,average,own,medical,salaried,0,0
57,58194.0,6.0,49584.0,5,1,3,1240.0,good,own,education,self_employed,0,0
54,20569.0,27.0,16261.0,13,7,2,339.0,excellent,rent,education,self_employed,0,0
51,,8.0,12314.0,21,5,0,1539.0,good,own,home_renovation,student,1,0
48,42417.0,27.0,30359.0,21,5,3,1265.0,excellent,own,personal,self_employed,0,0
55,35484.0,5.0,26001.0,5,0,1,1733.0,good,own,business,salaried,0,1
41,9880.0,28.0,8779.0,25,0,2,274.0,good,own,home_renovation,unemployed,0,1
28,,16.0,18798.0,6,2,3,940.0,average,rent,personal,self_employed,0,0
23,30151.0,15.0,3608.0,11,2,3,226.0,good,with_parents,business,self_employed,0,0
54,47906.0,22.0,28735.0,2,2,0,553.0,excellent,rent,education,unemployed,0,0
52,46989.0,30.0,27312.0,13,2,1,881.0,excellent,rent,business,salaried,0,0
49,51803.0,2.0,30698.0,21,4,3,1059.0,average,rent,car,salaried,0,0
28,32832.0,20.0,10213.0,18,4,2,567.0,excellent,own,car,self_employed,1,0
37,54410.0,25.0,42479.0,22,0,3,1148.0,good,own,medical,salaried,0,0
50,16992.0,35.0,14707.0,15,1,4,350.0,excellent,rent,personal,salaried,0,0
19,12206.0,36.0,2869.0,6,5,2,319.0,average,own,home_renovation,self_employed,0,0
23,8000.0,21.0,999.0,7,6,2,56.0,good,own,education,salaried,1,0
63,36013.0,11.0,7756.0,17,1,3,554.0,good,rent,personal,salaried,0,0
22,31441.0,12.0,23501.0,24,3,0,435.0,good,own,education,salaried,0,0
34,59208.0,10.0,37014.0,12,4,2,949.0,average,own,car,self_employed,2,1
42,33324.0,15.0,19682.0,20,2,4,469.0,good,own,home_renovation,salaried,0,0
34,49921.0,7.0,19545.0,8,2,0,369.0,average,own,home_renovation,self_employed,0,1
20,59639.0,39.0,32274.0,9,3,0,2690.0,average,own,car,salaried,0,0
67,32646.0,39.0,10176.0,20,1,0,1696.0,poor,own,business,salaried,1,1
46,50365.0,1.0,22947.0,22,2,2,1350.0,good,rent,home_renovation,salaried,0,0
50,63035.0,29.0,45644.0,26,1,0,1756.0,poor,rent,business,self_employed,0,1
45,22713.0,29.0,20080.0,8,5,3,1255.0,excellent,own,education,salaried,0,0
38,45447.0,11.0,38294.0,14,3,0,782.0,good,rent,home_renovation,student,3,1
42,32723.0,9.0,27611.0,19,6,4,493.0,average,own,medical,student,0,1
30,23859.0,10.0,9350.0,1,1,1,191.0,excellent,own,car,unemployed,0,1
68,17344.0,14.0,7778.0,24,5,4,159.0,excellent,own,business,student,2,1
53,23568.0,15.0,15314.0,12,7,2,806.0,good,rent,medical,salaried,0,0
51,46081.0,16.0,38425.0,1,7,0,985.0,good,own,education,salaried,3,1
51,16005.0,25.0,2732.0,18,1,0,70.0,good,rent,education,self_employed,2,0
69,35087.0,1.0,10828.0,25,7,3,361.0,average,rent,home_renovation,self_employed,1,0
61,59637.0,11.0,10040.0,1,1,0,1116.0,average,rent,home_renovation,unemployed,0,1
55,53082.0,25.0,30268.0,2,2,4,531.0,average,rent,medical,self_employed,0,0
30,35451.0,22.0,11002.0,5,0,2,355.0,excellent,with_parents,personal,student,1,0
21,75414.0,17.0,24675.0,2,7,1,1175.0,poor,own,personal,salaried,3,1
19,79075.0,31.0,8720.0,9,4,0,581.0,excellent,own,home_renovation,unemployed,0,0
51,45470.0,37.0,15793.0,23,1,1,316.0,excellent,rent,personal,self_employed,1,0
58,8000.0,2.0,6265.0,26,1,0,895.0,excellent,rent,car,self_employed,0,1
28,60956.0,37.0,15124.0,5,1,2,378.0,good,own,medical,salaried,0,0
61,8000.0,2.0,5127.0,22,0,4,214.0,excellent,own,car,self_employed,0,0
62,71571.0,29.0,41882.0,15,5,2,3807.0,excellent,own,personal,student,1,0
47,64505.0,0.0,50569.0,16,7,1,2107.0,good,own,home_renovation,salaried,0,0
31,76936.0,29.0,12498.0,18,6,0,215.0,excellent,own,car,self_employed,0,0
30,49685.0,31.0,43770.0,2,6,1,768.0,good,with_parents,education,salaried,3,1
49,38495.0,27.0,20989.0,17,3,4,375.0,average,rent,home_renovation,student,0,1
64,36898.0,20.0,33066.0,6,2,2,2544.0,average,own,medical,salaried,0,1
20,35167.0,12.0,29005.0,8,0,1,1527.0,excellent,rent,business,salaried,0,0
69,62659.0,26.0,14931.0,19,5,1,995.0,excellent,rent,business,salaried,0,0
68,57821.0,35.0,5651.0,11,1,4,706.0,poor,own,home_renovation,self_employed,0,0
53,47164.0,6.0,12607.0,4,5,0,293.0,excellent,own,personal,salaried,2,0
41,32001.0,21.0,15950.0,2,0,1,469.0,average,rent,car,self_employed,0,1
35,92326.0,9.0,18083.0,10,0,4,904.0,excellent,rent,car,student,1,0
44,61423.0,38.0,11814.0,24,0,0,422.0,poor,own,home_renovation,unemployed,0,0
26,16241.0,14.0,7198.0,29,3,0,257.0,good,with_parents,education,salaried,0,0
47,35707.0,14.0,2795.0,3,4,2,122.0,good,own,medical,student,0,0
44,61772.0,3.0,9488.0,4,2,4,186.0,average,own,personal,self_employed,0,0
28,30608.0,31.0,12350.0,0,3,0,515.0,good,own,education,salaried,0,0
44,51328.0,22.0,5321.0,26,3,2,161.0,good,own,home_renovation,salaried,0,0
52,62114.0,5.0,24053.0,27,7,3,776.0,good,rent,home_renovation,salaried,0,0
69,8000.0,23.0,3623.0,28,4,4,242.0,average,with_parents,education,unemployed,0,1
59,43055.0,19.0,18668.0,17,3,3,359.0,excellent,own,business,salaried,0,0
25,43762.0,36.0,34519.0,11,0,0,3835.0,excellent,with_parents,home_renovation,salaried,0,0
22,37583.0,19.0,18812.0,12,0,4,2687.0,good,rent,medical,self_employed,2,1
68,50431.0,11.0,22582.0,8,7,2,2823.0,excellent,own,personal,salaried,0,0
63,56835.0,32.0,22683.0,1,5,0,1890.0,average,rent,education,self_employed,0,0
29,,27.0,35429.0,4,1,4,1687.0,excellent,own,business,self_employed,2,1
47,38271.0,7.0,31030.0,12,3,4,862.0,good,rent,education,salaried,1,1
54,56387.0,0.0,43714.0,15,1,3,2914.0,excellent,own,business,unemployed,0,1
43,45883.0,36.0,28563.0,15,2,0,1190.0,good,rent,business,salaried,0,0
39,40847.0,21.0,6812.0,23,6,2,206.0,excellent,own,medical,salaried,0,0
54,21379.0,5.0,6100.0,2,0,2,277.0,excellent,rent,personal,self_employed,0,0
28,16872.0,20.0,1504.0,21,5,0,46.0,excellent,rent,home_renovation,salaried,1,0
55,21038.0,31.0,17697.0,3,2,0,737.0,poor,own,business,student,0,1
27,50010.0,34.0,30590.0,10,7,1,728.0,excellent,own,home_renovation,salaried,0,0
42,43577.0,14.0,29824.0,22,5,3,1065.0,average,own,personal,salaried,3,1
53,18355.0,4.0,5779.0,25,6,0,231.0,excellent,rent,home_renovation,student,0,0
67,56627.0,5.0,43535.0,13,6,0,2419.0,excellent,own,medical,salaried,0,0
53,69738.0,24.0,18875.0,28,7,1,1049.0,good,rent,medical,self_employed,1,0
66,34227.0,39.0,1759.0,2,4,1,37.0,good,own,car,salaried,0,0
54,13662.0,28.0,5054.0,15,7,4,316.0,poor,own,medical,unemployed,1,1
36,32236.0,6.0,17251.0,21,0,2,325.0,poor,own,business,salaried,2,1
67,60380.0,39.0,27588.0,14,2,3,1379.0,average,own,personal,salaried,0,0
57,54874.0,12.0,42953.0,27,4,4,1952.0,good,rent,medical,salaried,0,0
50,28396.0,37.0,3964.0,9,6,0,67.0,good,with_parents,education,salaried,0,0
42,72381.0,17.0,37692.0,8,2,1,685.0,good,own,personal,self_employed,0,0
41,69269.0,1.0,33667.0,10,5,2,1020.0,poor,rent,business,salaried,0,1
50,31806.0,7.0,9198.0,15,4,4,383.0,good,own,personal,salaried,0,0
55,31621.0,10.0,23681.0,9,4,2,2631.0,good,rent,medical,salaried,1,1
30,34329.0,32.0,23684.0,16,0,1,877.0,excellent,own,education,self_employed,0,0
67,35868.0,37.0,24137.0,18,7,4,894.0,excellent,rent,car,unemployed,0,0
31,62110.0,26.0,49363.0,1,1,4,1175.0,poor,with_parents,business,salaried,0,1
41,52656.0,19.0,34983.0,23,5,2,795.0,good,own,business,salaried,1,0
43,,11.0,15018.0,22,5,1,385.0,good,rent,personal,salaried,0,0
53,57124.0,30.0,37115.0,1,7,0,977.0,excellent,own,home_renovation,self_employed,0,0
59,75861.0,26.0,23634.0,5,4,4,482.0,average,own,home_renovation,salaried,1,0
48,25931.0,31.0,6634.0,18,4,0,141.0,excellent,own,education,salaried,0,0
35,51846.0,9.0,5810.0,7,0,1,129.0,average,own,car,self_employed,0,0
67,8000.0,2.0,5459.0,25,1,4,144.0,excellent,own,car,student,1,0
38,21295.0,26.0,13934.0,28,5,4,820.0,average,own,personal,salaried,0,1
66,43653.0,34.0,10884.0,2,6,0,1555.0,average,own,personal,self_employed,3,1
43,52528.0,30.0,36085.0,25,3,3,1093.0,excellent,own,home_renovation,salaried,0,0
40,43167.0,14.0,35836.0,13,3,0,2389.0,good,rent,medical,student,0,1
31,34791.0,15.0,4934.0,24,1,0,183.0,good,with_parents,car,salaried,1,0
37,37990.0,12.0,9412.0,15,2,3,428.0,excellent,own,medical,salaried,0,0
67,69650.0,34.0,47900.0,0,0,1,1545.0,average,own,car,unemployed,0,1
54,38087.0,10.0,10791.0,20,1,1,1349.0,good,own,medical,salaried,1,0
30,76486.0,20.0,44436.0,2,7,4,3703.0,good,rent,medical,salaried,1,0
59,59292.0,10.0,7055.0,21,7,2,144.0,excellent,rent,car,salaried,3,0
37,53236.0,29.0,23124.0,25,3,2,1779.0,good,own,education,unemployed,0,0
30,23515.0,34.0,15949.0,17,4,4,638.0,average,own,education,salaried,0,0
27,61834.0,21.0,39174.0,8,3,2,2304.0,good,own,personal,unemployed,0,1
25,36112.0,37.0,26824.0,5,4,0,671.0,poor,own,medical,salaried,0,1
46,23500.0,30.0,18702.0,22,0,0,850.0,poor,with_parents,medical,salaried,1,1
32,54231.0,13.0,38352.0,20,4,3,1162.0,excellent,rent,medical,salaried,0,0
49,20017.0,23.0,12428.0,24,1,3,270.0,excellent,own,medical,salaried,0,0
37,31280.0,31.0,2407.0,0,4,4,160.0,average,rent,medical,self_employed,0,0
65,44818.0,35.0,22621.0,20,2,4,838.0,good,own,home_renovation,self_employed,0,0
34,84932.0,31.0,6968.0,26,7,4,162.0,excellent,own,business,salaried,3,0
23,32636.0,14.0,24048.0,9,1,0,633.0,excellent,rent,medical,salaried,0,0
53,36752.0,34.0,11857.0,26,7,2,439.0,good,rent,home_renovation,self_employed,0,0
30,58182.0,2.0,30724.0,5,0,4,627.0,average,own,education,unemployed,1,1
43,22711.0,15.0,6530.0,22,1,4,155.0,excellent,own,medical,self_employed,0,0
39,52971.0,4.0,37881.0,11,2,0,2104.0,excellent,rent,education,unemployed,0,1
54,66707.0,20.0,53601.0,3,0,0,1675.0,poor,rent,personal,salaried,0,1
41,39472.0,9.0,15349.0,27,3,0,767.0,average,own,business,unemployed,0,0
34,63471.0,18.0,49729.0,12,2,2,1842.0,good,own,car,salaried,0,0
57,50246.0,24.0,13919.0,16,0,4,398.0,average,own,business,salaried,1,0
63,31848.0,3.0,16066.0,26,6,1,335.0,good,with_parents,medical,unemployed,0,1
60,41440.0,28.0,32321.0,7,4,1,718.0,average,rent,medical,student,2,1
57,38164.0,18.0,12480.0,25,1,4,297.0,good,own,business,self_employed,1,0
32,43423.0,1.0,37384.0,19,0,4,959.0,excellent,rent,business,salaried,0,0
49,47749.0,9.0,7334.0,2,1,4,150.0,average,rent,personal,salaried,0,0
23,55588.0,24.0,3643.0,11,4,4,93.0,good,own,education,salaried,0,0
53,54156.0,19.0,44328.0,6,0,2,836.0,poor,own,car,unemployed,0,1
41,8000.0,18.0,867.0,11,3,1,15.0,good,rent,business,salaried,2,1
47,43248.0,22.0,38625.0,1,6,3,966.0,poor,rent,car,unemployed,0,1
